"order_id","customer_id","order_date","online_order","order_status"
242,2740,2017-12-04,False,Approved
243,3166,2017-11-13,True,Approved
244,3487,2017-12-20,True,Approved
245,2890,2017-09-22,True,Approved
246,3370,2017-01-22,False,Approved
247,3393,2017-01-29,True,Approved
248,2410,2017-07-21,False,Approved
249,3466,2017-02-10,True,Approved
250,1454,2017-11-25,False,Cancelled
251,1967,2017-04-11,"",Approved
252,3089,2017-12-03,False,Approved
253,3123,2017-12-30,False,Approved
254,2692,2017-07-26,False,Approved
255,2801,2017-04-01,True,Cancelled
256,1580,2017-10-22,True,Approved
257,352,2017-03-22,False,Approved
258,1777,2017-06-15,True,Approved
259,142,2017-07-06,True,Approved
260,3393,2017-12-28,False,Approved
261,599,2017-05-09,False,Approved
262,1258,2017-01-18,False,Approved
263,3405,2017-10-22,True,Approved
264,3198,2017-01-30,False,Approved
265,834,2017-06-26,False,Approved
266,3467,2017-11-07,True,Approved
267,3436,2017-08-13,True,Approved
268,1516,2017-08-27,False,Approved
269,2833,2017-01-25,True,Approved
270,2362,2017-02-13,False,Approved
271,2337,2017-07-11,False,Approved
272,2149,2017-04-30,True,Approved
273,2133,2017-05-19,False,Approved
274,360,2017-05-26,True,Approved
275,2969,2017-02-03,True,Approved
276,1720,2017-04-28,False,Approved
277,2904,2017-03-23,False,Approved
278,754,2017-06-03,False,Approved
279,1826,2017-04-25,False,Approved
280,2487,2017-04-08,False,Approved
281,2815,2017-02-18,False,Approved
282,541,2017-05-04,False,Approved
283,302,2017-03-29,False,Approved
284,2024,2017-10-03,True,Approved
285,142,2017-07-27,True,Approved
286,768,2017-08-07,True,Approved
287,2147,2017-02-07,True,Approved
288,529,2017-11-20,True,Approved
289,825,2017-02-23,False,Approved
290,624,2017-04-05,True,Approved
291,2302,2017-11-07,False,Approved
292,3380,2017-10-28,False,Approved
293,314,2017-11-19,False,Approved
294,1079,2017-08-25,True,Approved
295,1643,2017-01-20,True,Approved
1484,1591,2017-06-12,False,Approved
296,1524,2017-03-14,True,Approved
297,3205,2017-04-14,True,Approved
298,2860,2017-11-20,True,Approved
299,772,2017-05-24,False,Approved
300,323,2017-03-25,True,Approved
301,2530,2017-03-24,"",Approved
302,2426,2017-03-17,True,Approved
303,1883,2017-11-18,False,Approved
304,2745,2017-04-07,False,Approved
305,2819,2017-01-04,False,Approved
306,792,2017-12-13,False,Approved
307,923,2017-04-20,False,Approved
308,3353,2017-07-21,False,Approved
309,3394,2017-11-27,False,Approved
310,3213,2017-10-21,False,Approved
311,3260,2017-03-07,False,Approved
312,1015,2017-12-04,False,Approved
313,2266,2017-01-25,False,Approved
314,58,2017-08-20,True,Approved
315,3118,2017-12-18,True,Approved
316,1414,2017-08-01,False,Approved
317,2202,2017-06-19,True,Approved
318,2144,2017-05-31,True,Approved
319,1033,2017-10-09,True,Approved
320,2157,2017-06-20,True,Approved
321,1097,2017-01-23,False,Approved
322,2757,2017-04-19,False,Approved
323,87,2017-11-08,True,Approved
324,2049,2017-10-11,False,Approved
325,952,2017-11-14,True,Approved
326,1745,2017-01-20,False,Approved
327,40,2017-05-09,True,Approved
328,372,2017-10-17,True,Approved
329,1627,2017-08-11,True,Approved
330,444,2017-11-15,False,Approved
331,217,2017-05-23,False,Approved
332,1656,2017-08-02,True,Approved
333,485,2017-12-16,True,Approved
334,2252,2017-02-21,False,Approved
335,3103,2017-11-01,False,Approved
336,506,2017-10-05,True,Approved
337,1615,2017-10-30,"",Approved
338,1881,2017-01-02,True,Approved
339,2903,2017-12-04,True,Approved
340,1274,2017-12-16,False,Approved
341,1443,2017-08-27,False,Approved
342,2091,2017-03-14,False,Approved
343,1478,2017-03-11,"",Approved
344,1493,2017-07-09,False,Approved
345,1614,2017-03-21,False,Approved
346,476,2017-07-19,False,Approved
347,1777,2017-04-12,True,Approved
348,940,2017-08-11,False,Approved
349,2930,2017-10-20,True,Approved
350,2354,2017-10-26,True,Approved
351,1582,2017-06-15,False,Approved
352,416,2017-06-19,False,Approved
353,1013,2017-04-20,True,Approved
354,533,2017-11-14,False,Approved
355,968,2017-03-22,True,Approved
356,727,2017-07-09,True,Approved
357,1160,2017-04-13,False,Approved
358,3425,2017-12-06,True,Approved
359,1614,2017-11-10,True,Approved
360,2140,2017-04-26,True,Approved
361,2589,2017-01-31,False,Approved
362,2920,2017-09-22,True,Approved
363,62,2017-08-14,True,Approved
364,1112,2017-09-13,False,Approved
365,1995,2017-05-03,True,Approved
366,1965,2017-08-22,False,Approved
367,1614,2017-03-10,False,Approved
368,366,2017-01-24,True,Approved
369,2682,2017-07-29,False,Approved
370,2993,2017-08-03,True,Approved
371,1887,2017-08-28,False,Approved
372,1692,2017-08-16,True,Approved
373,1927,2017-06-24,False,Approved
374,2567,2017-03-07,False,Approved
375,3276,2017-07-05,True,Approved
376,1808,2017-02-09,False,Approved
377,2368,2017-10-17,False,Approved
378,470,2017-10-27,False,Approved
379,3270,2017-03-03,False,Approved
380,1683,2017-08-20,True,Approved
381,880,2017-09-18,True,Approved
382,309,2017-12-02,True,Approved
383,1698,2017-11-28,True,Approved
384,1434,2017-08-28,False,Approved
385,2712,2017-05-14,False,Approved
386,892,2017-10-01,False,Approved
387,832,2017-10-15,True,Approved
388,1033,2017-05-03,True,Approved
389,2834,2017-02-15,True,Approved
390,3015,2017-01-04,False,Approved
391,3484,2017-10-12,False,Approved
392,2775,2017-03-19,False,Approved
393,1208,2017-08-30,True,Approved
394,2109,2017-06-29,False,Approved
395,3195,2017-10-12,True,Approved
396,3366,2017-06-27,True,Approved
397,2492,2017-02-27,False,Approved
398,389,2017-03-12,True,Approved
399,1306,2017-12-18,"",Approved
400,552,2017-07-24,True,Approved
401,3009,2017-05-05,False,Approved
402,2925,2017-06-14,False,Approved
403,140,2017-02-17,False,Approved
404,209,2017-09-14,True,Approved
405,225,2017-06-19,False,Approved
406,1595,2017-04-17,False,Approved
407,2559,2017-06-14,True,Approved
408,769,2017-12-11,False,Approved
409,1282,2017-05-08,False,Approved
410,2377,2017-03-07,False,Approved
411,3355,2017-12-30,False,Approved
412,2350,2017-05-11,True,Approved
413,720,2017-09-09,False,Approved
414,3249,2017-02-02,True,Approved
415,2939,2017-10-01,True,Approved
416,1035,2017-11-03,True,Approved
417,492,2017-10-02,False,Approved
418,3100,2017-12-10,True,Approved
419,1586,2017-04-19,False,Approved
420,31,2017-05-25,True,Approved
421,887,2017-04-28,False,Approved
422,3356,2017-08-26,False,Approved
423,2498,2017-09-15,True,Approved
424,3415,2017-03-03,True,Approved
425,2828,2017-09-06,False,Approved
426,3117,2017-04-24,True,Approved
427,2850,2017-11-19,False,Approved
428,2779,2017-11-30,True,Approved
429,683,2017-12-15,False,Approved
430,2342,2017-10-26,False,Approved
431,3388,2017-02-12,False,Approved
432,1968,2017-06-19,True,Approved
433,2923,2017-12-17,True,Approved
434,15,2017-03-10,False,Approved
435,2659,2017-07-22,True,Approved
436,3417,2017-09-26,True,Approved
437,1862,2017-08-27,True,Approved
438,1670,2017-04-17,False,Approved
439,2126,2017-12-05,True,Approved
440,2702,2017-10-20,True,Approved
441,125,2017-02-25,True,Approved
442,750,2017-04-24,True,Approved
443,359,2017-01-25,False,Approved
444,2820,2017-09-10,False,Approved
445,850,2017-11-25,True,Approved
446,3072,2017-05-23,False,Approved
447,820,2017-06-23,False,Approved
448,919,2017-09-28,True,Approved
449,1250,2017-03-31,False,Approved
450,1655,2017-05-01,False,Approved
451,1194,2017-12-02,True,Approved
452,234,2017-03-20,False,Approved
453,724,2017-11-22,False,Approved
454,1976,2017-05-03,False,Approved
455,193,2017-08-16,True,Approved
456,1588,2017-01-30,True,Approved
457,290,2017-10-10,False,Approved
458,167,2017-03-25,False,Approved
459,2821,2017-04-29,True,Approved
460,1201,2017-08-07,False,Approved
461,893,2017-07-09,False,Approved
462,2794,2017-09-05,True,Approved
463,3166,2017-07-14,True,Approved
464,1422,2017-10-13,False,Approved
465,3476,2017-04-17,False,Approved
466,505,2017-06-24,True,Approved
467,1132,2017-10-15,False,Approved
468,2363,2017-11-02,True,Approved
469,1816,2017-10-11,False,Approved
470,73,2017-04-30,False,Approved
471,647,2017-01-21,True,Approved
472,1304,2017-02-09,True,Approved
473,344,2017-11-11,False,Approved
474,1001,2017-10-07,True,Approved
475,2724,2017-08-10,False,Approved
476,1787,2017-08-19,True,Approved
477,367,2017-02-12,"",Approved
478,524,2017-01-18,True,Approved
479,479,2017-09-08,True,Approved
480,1782,2017-04-17,True,Approved
481,361,2017-03-15,True,Approved
482,1135,2017-04-22,False,Approved
483,1591,2017-02-15,True,Approved
484,941,2017-05-04,True,Approved
485,804,2017-03-17,False,Approved
486,2729,2017-07-24,True,Approved
487,223,2017-02-15,True,Approved
488,1571,2017-09-09,True,Approved
489,2747,2017-01-25,False,Approved
490,506,2017-04-12,True,Approved
491,2676,2017-12-10,True,Approved
492,547,2017-01-11,True,Approved
493,2623,2017-12-03,True,Approved
494,1509,2017-11-16,True,Approved
495,479,2017-08-09,True,Approved
496,661,2017-11-08,False,Approved
497,1854,2017-12-30,True,Approved
498,125,2017-05-29,False,Approved
499,1037,2017-07-19,False,Approved
500,1446,2017-02-02,True,Approved
501,2810,2017-07-25,True,Approved
502,500,2017-06-13,True,Approved
503,2468,2017-08-07,True,Approved
504,1785,2017-03-10,False,Approved
505,2560,2017-07-09,False,Approved
506,1853,2017-12-04,False,Approved
507,3468,2017-09-02,True,Approved
508,3389,2017-03-24,False,Approved
509,3015,2017-07-28,False,Approved
510,3073,2017-04-23,True,Approved
511,683,2017-07-04,True,Approved
512,1020,2017-10-02,True,Approved
513,1052,2017-11-29,False,Approved
514,1679,2017-01-02,True,Approved
515,3330,2017-11-18,False,Approved
516,1591,2017-05-03,False,Approved
517,311,2017-01-01,True,Approved
3042,3102,2017-04-05,True,Approved
518,1996,2017-11-25,False,Approved
519,997,2017-10-19,True,Approved
520,1276,2017-09-21,False,Approved
521,693,2017-02-18,False,Approved
522,3013,2017-01-26,False,Approved
523,2234,2017-01-07,True,Approved
524,1171,2017-02-10,True,Approved
525,1849,2017-04-27,False,Approved
526,827,2017-04-02,True,Approved
527,1499,2017-08-27,True,Approved
528,2233,2017-05-04,True,Approved
529,103,2017-06-03,True,Approved
530,1202,2017-03-31,"",Approved
531,1494,2017-06-10,True,Approved
532,1559,2017-10-15,True,Approved
533,3381,2017-02-09,False,Approved
534,1517,2017-04-08,False,Approved
535,776,2017-10-28,True,Approved
536,1018,2017-12-03,True,Approved
537,3280,2017-08-18,True,Approved
538,1042,2017-03-23,False,Approved
539,1312,2017-09-04,True,Approved
540,682,2017-09-02,True,Approved
541,1499,2017-04-13,True,Approved
542,1555,2017-07-08,False,Approved
543,246,2017-12-03,False,Approved
544,2734,2017-05-19,True,Approved
545,2336,2017-05-19,False,Approved
546,2391,2017-08-21,True,Approved
547,2139,2017-06-26,True,Approved
548,867,2017-03-06,True,Approved
549,543,2017-01-25,False,Approved
550,2839,2017-09-05,False,Approved
551,3382,2017-10-15,True,Approved
552,333,2017-11-30,True,Approved
553,2826,2017-10-22,False,Approved
554,1707,2017-01-31,False,Approved
555,1198,2017-05-08,True,Approved
556,359,2017-09-04,False,Approved
557,170,2017-01-16,True,Approved
558,3481,2017-02-22,False,Approved
559,3104,2017-03-21,"",Approved
560,695,2017-01-10,False,Approved
561,2298,2017-01-01,False,Approved
562,753,2017-09-23,False,Approved
563,3071,2017-04-05,False,Approved
564,1913,2017-11-18,True,Approved
565,2633,2017-09-23,False,Approved
566,178,2017-11-28,False,Approved
567,252,2017-03-09,False,Approved
568,1032,2017-08-04,True,Approved
569,1094,2017-05-08,False,Approved
570,1396,2017-12-21,True,Approved
571,1186,2017-08-20,False,Approved
572,2770,2017-01-27,True,Approved
573,2271,2017-07-06,False,Approved
574,2518,2017-01-25,True,Approved
575,3197,2017-06-26,True,Approved
576,2538,2017-02-26,False,Approved
577,149,2017-05-04,"",Approved
578,1579,2017-10-13,True,Approved
579,1979,2017-05-31,True,Approved
580,1447,2017-04-13,True,Approved
581,2618,2017-12-19,False,Approved
582,1224,2017-08-03,True,Approved
583,3053,2017-04-16,False,Approved
584,1019,2017-09-13,True,Cancelled
585,1677,2017-03-22,False,Approved
586,1047,2017-04-14,True,Approved
587,1320,2017-08-14,False,Approved
588,823,2017-08-30,True,Approved
589,854,2017-10-04,False,Approved
590,1141,2017-02-16,True,Approved
591,1574,2017-07-23,False,Approved
592,132,2017-03-21,False,Approved
593,1399,2017-12-14,True,Approved
594,2118,2017-08-17,False,Approved
595,825,2017-01-12,False,Approved
596,1691,2017-02-01,False,Approved
597,345,2017-08-13,False,Approved
598,1665,2017-01-03,True,Approved
599,1059,2017-12-08,True,Approved
600,964,2017-06-24,False,Approved
601,1466,2017-11-27,True,Approved
602,3477,2017-08-23,True,Approved
603,3318,2017-05-12,True,Approved
604,2490,2017-03-04,True,Approved
605,3023,2017-03-23,False,Approved
606,2878,2017-12-30,False,Approved
607,2754,2017-05-28,True,Approved
608,266,2017-09-14,False,Approved
609,1409,2017-03-29,False,Approved
610,3482,2017-10-20,False,Approved
611,368,2017-12-06,True,Approved
612,3275,2017-07-20,False,Approved
613,904,2017-03-03,False,Approved
614,2536,2017-03-08,True,Approved
615,375,2017-07-22,True,Approved
616,2694,2017-07-13,True,Approved
617,3285,2017-08-12,False,Approved
618,3016,2017-06-27,True,Approved
619,3493,2017-03-16,False,Approved
620,864,2017-06-22,False,Approved
621,2510,2017-03-27,False,Approved
622,3097,2017-10-14,False,Approved
623,2156,2017-03-01,False,Approved
624,1600,2017-08-12,False,Approved
625,2033,2017-09-15,False,Approved
626,1999,2017-06-12,False,Approved
627,968,2017-01-20,False,Approved
628,2060,2017-02-17,True,Approved
629,2569,2017-03-11,False,Approved
630,2853,2017-10-10,True,Approved
631,818,2017-11-20,False,Approved
632,3164,2017-09-10,True,Approved
633,2211,2017-09-10,True,Approved
634,2069,2017-04-29,False,Approved
635,2296,2017-08-31,True,Approved
636,2836,2017-07-02,False,Approved
637,524,2017-02-14,False,Approved
638,1436,2017-02-11,False,Approved
639,482,2017-04-17,False,Approved
640,760,2017-09-05,False,Approved
641,757,2017-10-19,False,Approved
642,1570,2017-09-05,False,Approved
643,3245,2017-09-28,False,Approved
644,1841,2017-08-20,False,Approved
645,3039,2017-04-27,False,Approved
646,2590,2017-10-12,False,Approved
647,2175,2017-03-05,True,Approved
648,485,2017-10-16,True,Approved
649,606,2017-11-01,False,Approved
650,761,2017-04-26,False,Approved
651,3154,2017-03-11,False,Approved
652,1739,2017-10-23,True,Approved
653,2700,2017-06-28,True,Approved
654,1775,2017-06-17,False,Approved
655,46,2017-05-12,False,Approved
656,3470,2017-12-28,False,Approved
657,3190,2017-02-21,True,Approved
658,3076,2017-06-04,False,Approved
659,2240,2017-04-18,True,Approved
660,2814,2017-12-17,False,Approved
661,29,2017-09-16,False,Approved
662,2072,2017-07-26,False,Approved
663,2486,2017-05-15,True,Approved
664,2383,2017-01-21,True,Approved
665,759,2017-10-09,True,Approved
666,2777,2017-02-16,True,Approved
667,3109,2017-06-14,False,Approved
668,3190,2017-03-03,False,Approved
669,3420,2017-04-07,False,Approved
670,112,2017-01-29,False,Approved
671,2874,2017-04-09,False,Approved
672,940,2017-05-22,True,Approved
673,1952,2017-07-08,True,Approved
674,1618,2017-12-02,True,Approved
675,1817,2017-07-05,True,Approved
676,1665,2017-06-26,False,Approved
677,2609,2017-07-02,False,Approved
678,626,2017-08-06,False,Approved
679,693,2017-12-20,True,Approved
680,2151,2017-01-31,True,Approved
681,3085,2017-12-05,True,Approved
682,1747,2017-06-23,False,Approved
683,2095,2017-12-10,False,Approved
684,1289,2017-12-19,False,Approved
685,2347,2017-08-20,False,Approved
686,1762,2017-06-19,False,Approved
687,1374,2017-05-16,False,Approved
688,836,2017-08-01,False,Approved
689,2310,2017-12-13,True,Approved
690,1371,2017-11-18,False,Approved
691,1385,2017-03-21,False,Approved
692,2744,2017-07-11,False,Approved
693,2999,2017-01-24,True,Approved
694,294,2017-06-15,True,Approved
695,1282,2017-11-22,False,Approved
696,1400,2017-07-06,False,Approved
697,2285,2017-11-21,False,Approved
698,623,2017-07-02,True,Approved
699,1535,2017-08-13,False,Approved
700,2153,2017-08-02,True,Approved
701,2477,2017-11-20,False,Approved
702,2368,2017-01-05,True,Approved
703,211,2017-10-02,True,Approved
704,1874,2017-08-01,False,Approved
705,2243,2017-03-26,False,Approved
706,1329,2017-01-05,True,Approved
707,260,2017-08-18,False,Approved
708,2587,2017-06-02,True,Approved
709,2606,2017-01-15,False,Approved
710,437,2017-07-29,False,Approved
711,1117,2017-05-05,True,Approved
712,2101,2017-01-18,False,Approved
713,2638,2017-06-06,True,Approved
714,2554,2017-03-20,True,Approved
715,3393,2017-06-29,False,Approved
716,1929,2017-09-08,True,Approved
717,2167,2017-02-23,False,Approved
718,2618,2017-11-16,False,Approved
719,1753,2017-12-03,False,Approved
720,1480,2017-10-16,True,Approved
721,364,2017-12-19,False,Approved
722,633,2017-01-04,False,Approved
723,1284,2017-07-28,False,Approved
724,521,2017-07-29,True,Approved
725,2839,2017-12-13,True,Approved
726,352,2017-01-25,False,Approved
727,3486,2017-12-09,False,Approved
728,3048,2017-10-09,True,Approved
729,1791,2017-01-15,False,Approved
730,1721,2017-09-09,True,Approved
731,411,2017-02-09,False,Approved
732,1644,2017-12-08,False,Approved
733,679,2017-05-12,True,Approved
734,2989,2017-04-30,True,Approved
735,2485,2017-07-18,True,Approved
736,459,2017-06-30,True,Approved
737,669,2017-01-10,True,Approved
738,2894,2017-01-21,False,Approved
739,2184,2017-08-16,False,Approved
740,2908,2017-02-06,True,Approved
741,1340,2017-12-02,True,Approved
742,2419,2017-11-09,False,Approved
743,445,2017-02-22,True,Approved
744,463,2017-03-20,True,Approved
745,255,2017-11-03,False,Approved
746,1210,2017-05-31,True,Approved
747,3499,2017-06-21,False,Approved
748,2865,2017-12-30,True,Approved
749,2167,2017-07-17,True,Approved
750,2195,2017-12-28,False,Approved
751,1754,2017-05-10,False,Approved
752,1881,2017-10-29,True,Approved
753,1216,2017-05-07,False,Cancelled
754,1192,2017-09-02,False,Approved
755,229,2017-08-11,True,Approved
756,2383,2017-07-14,True,Approved
757,2488,2017-01-25,False,Approved
758,3278,2017-11-09,True,Approved
759,3435,2017-07-05,True,Approved
760,1068,2017-06-22,True,Approved
761,2428,2017-12-20,"",Approved
762,2055,2017-06-27,False,Approved
763,1084,2017-12-10,False,Approved
764,3435,2017-06-28,True,Approved
765,57,2017-05-13,False,Approved
766,418,2017-07-26,False,Approved
767,2554,2017-04-06,True,Approved
768,2810,2017-10-15,False,Approved
769,285,2017-01-09,True,Approved
770,2414,2017-09-10,"",Approved
771,1286,2017-03-13,False,Approved
772,1694,2017-05-10,True,Approved
773,2265,2017-09-26,False,Approved
774,3402,2017-10-06,False,Approved
775,94,2017-09-04,True,Approved
776,2701,2017-04-16,False,Approved
777,3335,2017-02-04,True,Approved
778,1580,2017-11-05,False,Approved
779,2832,2017-06-15,True,Approved
780,1608,2017-10-01,False,Approved
781,897,2017-05-10,True,Approved
782,3220,2017-02-12,False,Approved
783,2453,2017-08-07,False,Approved
784,2755,2017-11-05,True,Approved
